feature1,feature2,label
-0.6780432197144861,-0.5451938020993501,0
-1.1204347443470348,0.5469022781368565,0
-0.16026731345545425,-0.048086201918703705,0
-1.9413339052521859,-1.2452527446643789,0
0.8414784189652247,0.8398494508231328,0
0.12984278958987583,0.5356113965755475,0
1.5959571272003776,-0.7531994920420151,0
1.167218440635959,1.0189852686300906,0
1.2267782733300767,0.7511933600031893,0
1.6700515385753851,0.3900736873533369,0
-1.5271731052994195,-1.405987359579442,0
-0.6426139836525981,-1.180610290372142,0
0.3149607134079969,0.02779729088918731,0
1.4619051900402633,0.6125821356290281,0
0.48999744418333413,0.42661771998328735,0
0.17146343518770746,0.8728874435984233,0
1.0058099048435727,-0.5130733005664769,0
-0.49452642506866906,-1.1379252249152028,0
0.8785777609694131,-1.4008029920032685,0
1.079733075359567,1.094548038487979,0
-0.6798080206163247,-0.28899440771843465,0
0.885112924705038,-0.5455236968731313,0
2.493573057771984,0.13968037970576785,0
-0.19035027350447367,1.162812873322506,0
0.6963346568041351,-1.4281820535808496,0
-0.17137271038994278,-0.6704064645268825,0
0.04464760144741922,1.2319106318743815,0
-1.2157056429431994,-0.7043955563172815,0
1.2412298325107696,0.6950973148368984,0
-0.4495102629658857,0.45274155339033445,0
0.1762085467761475,0.09807515840237138,0
1.8551349466740572,0.6041589867174673,0
-1.3901486552952893,0.0213829641847061,0
0.07166210398753298,0.3275004880298554,0
0.2282128451557006,-0.7166229228909965,0
-1.1690685397102185,0.8955512488415149,0
-0.42112902832559823,1.1387519422934516,0
2.3800060822557465,2.6881186004223423,0
0.34689989133170546,-0.34899535028952994,0
1.0439838347450912,-1.1253088425982525,0
0.05048353560578524,0.6068605312952099,0
-1.348046951004454,-0.7020739857105281,0
0.5486475680950957,-0.03637796800465287,0
-0.49389269403788405,-0.31172085619305223,0
0.4518000046404603,0.9667577146386663,0
-0.573292828277751,0.04134912279957165,0
0.8021487106796231,0.1733000561995196,0
1.4613809890766072,-0.4510048050234677,0
-0.7171741973205586,-0.254474383084862,0
0.2780377650443018,-0.34721177116268476,0
1.1071815215449974,1.1128992416029757,0
0.7959247406121828,-0.30711642720137733,0
-0.25076322708438226,0.43452292692053984,0
-2.3000075497232135,-2.109181510043067,0
-0.4731999117384127,-0.34564699968834445,0
1.7993245804631206,2.2385901655545224,0
-0.9407180988460342,1.1154847523730735,0
0.008209327869054046,-0.08364859249138151,0
0.6069950387878659,-0.6697412000027657,0
-1.2365926816025905,-0.9446394504719811,0
1.977378571749493,1.4733480764593163,1
1.4425659624584486,0.24490364788848745,1
0.6725966321573145,2.426506472528514,1
3.230615478460011,2.5797177164457903,1
2.204507652789937,1.3527576457120187,1
3.3184365063233736,3.576394727924004,1
3.263643230421785,3.5404865483730323,1
2.8825505241973803,3.2642729210550776,1
3.1882762615520894,2.5906232929534836,1
2.7868267548458854,0.35672195098280046,1
0.8135538042761523,2.216828237253282,1
2.450246098297528,3.27413623788145,1
1.0803703976642465,2.226003848653519,1
3.8681614357026413,3.161470767993855,1
1.7796625435425713,1.4657162192363762,1
1.2504768548462661,2.1530586014851876,1
1.9446985526996543,3.437629039010656,1
2.5751435502751043,1.2013458231183396,1
-0.5379783964770962,1.1626572857372077,1
2.6576063497767755,3.855102421301037,1
1.812785721630934,2.997891379709624,1
1.409065434930376,0.6050778741972893,1
0.77927514661495,1.6212222350821457,1
-0.08736964507433986,2.1795197153241284,1
2.637498677108793,2.0414197936900433,1
3.4628931868068036,1.9125801138706613,1
1.282550383325249,2.7484187551955457,1
1.4797127190606059,1.8745757486821717,1
1.882433782966825,2.761776923632276,1
1.340833831199933,3.616291516728065,1
2.7110341306780077,1.7317137412862125,1
2.5865982410298787,3.5572846960464357,1
2.0946745816806285,3.0979773189516013,1
1.2406092671891018,1.8281703227636465,1
3.9141382786950842,1.2724254647001383,1
1.485190489431585,1.9991998177173271,1
2.3296960343700888,1.4787368917543087,1
2.2583050497359602,2.0723175207942957,1
3.340026658329718,2.290264962760772,1
1.839721944277278,1.355885542630069,1
1.5633809731770154,1.9574614207318897,1
-0.29182775622350965,1.553303120022229,1
3.1402213904221123,2.9920531702409456,1
1.443712697735029,1.4349074356775566,1
-0.5779568927634741,3.056635956070344,1
0.9127398559606775,2.4554340632510403,1
0.45382419337261637,1.7011244694197698,1
1.68144351729486,2.335366652232166,1
2.7448834278628773,2.136780036136942,1
2.157940370658913,1.982123075148569,1
1.7149695296358944,-0.9240802953337177,1
1.932148973927518,0.6849152702285892,1
1.8192984662690228,2.8647924432994314,1
2.7288709394896036,1.7084625655618493,1
2.067471850128822,2.7289427618498365,1
2.4142660834918686,1.819976886040267,1
1.6802573778695877,2.181483162121001,1
0.48431752859228216,0.3606350496872291,1
3.8912205541688096,3.971552145533345,1
3.3784595463541023,3.447170522342062,1
